,stdArea,totalCount,majorAxisLength,sample,averageArea,stdMinorAxisLength,minorAxisLength,stdMajorAxisLength
227,7.0,10,55.76223618,BAP140,231.0,3.122166553,38.03707745,1.813003601
228,195.7267983,21,48.25523904,BAP140,1189.142857,2.69183813,35.04124228,13.25404659
229,182.2472798,17,56.87402016,BAP141,1276.076923,5.046887249,37.11564308,16.22684313
230,320.5692437,14,70.06240461,BAP141,1132.4,3.167220406,35.51461712,21.20747824
231,145.9082665,12,139.1340621,BAP142,424.6666667,1.581695035,13.81532546,38.72313162
232,161.4181079,8,59.42388377,BAP142,1304.833333,6.083045798,38.22478691,20.67507169
233,226.9523196,20,52.94218523,BAP143,1477.909091,5.390078939,41.169533,8.590897298
234,23.8117618,24,47.6198398,BAP143,185.0,3.117584945,15.68647573,10.9314032
235,178.5,14,194.0540032,BAP144,1634.5,6.674385712,39.27583725,73.25787908
236,0.0,10,41.36942887,BAP144,1028.0,0.0,32.34084912,0.0
237,33.42358153,21,82.81352746,BAP145,212.4444444,7.023360041,24.68969937,30.08029251
238,159.3938774,14,76.86648914,BAP145,450.8571429,9.290282831,32.56951686,16.39148109
239,231.5417462,13,51.95726306,BAP146,928.5555556,5.432719051,33.57623814,15.45971109
240,107.5025372,52,40.54921532,BAP147,349.0204082,3.923136043,22.12692303,8.217982862
241,125.73484,20,48.70307004,BAP148,1244.5,2.861306843,36.13696354,10.28854175
242,163.7899279,14,46.90315337,BAP149,1255.363636,3.257156783,35.96321294,5.440703712
243,143.4441752,17,49.43690553,BAP149,1346.363636,2.277464521,36.60303323,6.615462555
244,168.8238604,21,51.56457667,BAP150,1744.631579,2.850751241,43.59265417,2.286825398
245,159.8148717,21,50.95297011,BAP150,1728.611111,2.228684779,43.75409015,2.553650888
246,137.3419686,18,44.52713284,BAP151,1181.571429,2.334663394,34.40033393,2.437218466
247,161.3336004,17,44.61812112,BAP151,1199.571429,2.724704349,35.07537161,2.757272925
248,289.3755979,19,52.28714488,BAP152,1477.615385,4.586803925,38.0627599,6.813678533
249,249.3231331,18,49.85352578,BAP152,1470.444444,4.266084222,39.7806516,5.630421257
250,302.5944407,16,58.2771963,BAP153,2392.933333,3.364618917,53.70417384,3.544866074
251,257.1788915,18,57.88653389,BAP153,2399.307692,2.801595188,53.55964479,3.005738762
252,33.47967875,8,37.43328897,BAP154,189.6666667,0.08165498744,19.50282702,10.86053059
253,312.1611692,16,53.86632133,BAP154,1662.733333,3.116751808,39.59657389,6.581877149
254,212.2421874,24,43.95401073,BAP155,1029.5625,3.49711244,33.41973428,8.037353919
255,78.36240595,7,50.06711684,BAP155,640.0,7.408446553,37.22379845,11.3876205
256,260.9968332,16,58.1347599,BAP156,2178.285714,3.557773747,48.89921801,2.78911915
257,247.4917076,17,56.55082192,BAP156,2194.823529,3.386846871,50.45549911,2.94284435
258,288.6315962,13,55.7629311,BAP157,2129.272727,3.36946557,49.50612034,3.438984353
259,298.8370496,15,56.2588035,BAP157,2069.133333,4.412433008,48.07013216,3.787996477
260,171.6024717,18,52.86266342,BAP158,1887.230769,1.997469082,45.92201074,2.741025367
261,181.4865267,17,52.59995584,BAP158,1887.875,2.668813524,46.1478192,2.583493138
262,90.99278818,17,56.88256204,BAP159,2185.75,1.458409788,49.59844963,1.981397062
263,151.1994223,15,56.34552225,BAP159,2120.142857,2.164806889,48.64820223,2.829120802
264,172.4162348,18,61.90099896,BAP160,2484.444444,2.730849345,52.43356004,2.761330176
265,202.9224499,19,63.81350118,BAP160,2449.545455,2.504616807,50.56611593,2.744844114
266,250.472619,20,54.51049434,BAP161,2011.764706,3.776846918,47.50264027,3.16039637
267,229.3864333,20,54.79721167,BAP161,1941.555556,4.065484625,45.58592624,3.170668156
268,99.83611571,22,60.16676779,BAP162,2088.5,2.463983932,45.55181582,0.2340304262
269,266.7561888,20,54.78526611,BAP162,2095.631579,3.41401825,49.65482099,3.501078961
270,209.3920138,18,49.17903324,BAP163,1345.388889,3.255714277,35.56303859,4.9597614
271,23.5,10,38.53096647,BAP163,178.5,1.165451149,24.3191252,3.479367567
272,351.3361744,18,52.94532945,BAP164,1844.272727,5.443786316,44.62255608,4.219880661
273,310.6604293,17,53.60329419,BAP164,1970.1875,4.317449678,47.23368887,3.932185084
274,0.0,14,126.793711,BAP165,813.0,0.0,44.12274141,0.0
275,224.6876988,15,52.37112658,BAP166,1517.727273,4.265705419,38.87337438,4.433158678
276,213.9362574,16,50.47385826,BAP166,1457.666667,3.639551958,39.58335009,6.113408825
277,197.3127805,11,44.51042049,BAP167,846.0,1.361329029,28.78636262,5.093364505
278,164.4282214,17,51.86214466,BAP167,1149.6,5.261987393,33.58269363,17.51381145
279,182.4637704,24,52.27739146,BAP168,1886.65,2.548725108,46.794551,2.453824606
280,202.853549,21,51.94669982,BAP168,1869.263158,2.75284969,46.64251115,2.520680363
281,164.8286107,21,49.0879805,BAP169,1521.052632,2.270602147,39.59285401,3.075137133
282,212.9832094,22,48.42072269,BAP169,1515.95,3.04469652,40.01617532,3.701806066
283,246.5207339,16,53.82668284,BAP170,1767.833333,4.169759769,42.5758925,2.543336303
284,270.4600105,13,55.28230509,BAP170,1877.777778,4.249770729,44.02232282,2.979969973
285,61.2825877,11,72.06505549,BAP171,356.3333333,7.69380639,35.18797981,9.728570321
286,154.6410324,21,43.3082162,BAP171,1108.533333,3.537848534,33.15923646,3.154037131
287,119.189632,14,46.88195626,BAP172,1247.785714,1.964492897,34.631235,3.379251671
288,229.4251724,14,49.51174598,BAP172,1241.583333,2.794394489,35.05876799,5.699283073
289,25.35087112,18,72.12617561,BAP174,239.0,15.6443642,37.11634293,19.74074888
290,167.2121566,16,44.45620187,BAP174,1384.692308,2.219999364,40.15224368,3.160747119
291,226.9269414,19,55.94409799,BAP175,825.8571429,3.896346064,31.2500664,15.07867775
292,194.2661121,24,45.64371134,BAP175,806.3636364,3.95069388,31.45952436,14.99684639
293,19.0,11,49.03549103,BAP176,1347.0,1.007071434,35.51571264,1.019018565
294,249.6415625,12,49.99535188,BAP176,1727.916667,4.078213029,44.7174881,3.350683339
295,298.4776485,17,54.04479545,BAP177,2046.4,3.942634544,48.76730241,3.971402224
296,269.0365196,15,54.19923174,BAP177,2059.133333,4.037484558,48.87583087,2.721100629
297,276.9344442,14,53.6668921,BAP178,1955.076923,4.772020419,47.20611305,3.218499685
298,203.0060863,17,53.16121965,BAP178,1957.272727,3.380026586,47.52098306,2.772071474
299,337.4928291,13,56.86578643,BAP179,2251.583333,4.61958909,50.80457038,4.233360445
300,296.5752668,13,60.75140079,BAP179,2079.333333,3.621725357,47.66343556,8.091961209
301,353.229079,16,51.45704941,BAP180,1883.866667,4.475214678,46.74825923,4.851818762
302,389.107455,16,54.56764577,BAP180,2015.545455,4.262899604,46.93768696,6.301209248
303,55.2589862,9,60.09996635,BAP181,1809.333333,1.461018846,44.09935338,3.786448834
304,351.3206571,14,53.45292357,BAP182,1814.714286,5.357794951,43.3005527,3.880990916
305,342.8420309,14,53.9367809,BAP182,1878.642857,5.466965773,44.90149269,4.497109646
306,28.5,8,66.92044834,BAP184,263.5,0.6007456404,29.31641068,11.21775274
307,346.4123266,12,50.3668102,BAP184,1730.5,4.920092655,44.49147547,4.246303643
308,231.6736805,13,50.24823599,BAP186,1329.181818,3.900751787,35.81440356,6.814331572
309,43.0,11,72.77991209,BAP186,304.0,4.276052523,30.434117,2.291609474
310,275.7413442,15,53.41086756,BAP187,1948.333333,4.500043059,46.82373308,3.156371126
311,112.6720906,15,53.63748821,BAP187,1835.0,1.743121344,44.60824026,0.9118432451
312,75.02322557,15,52.99189829,BAP188,1389.375,2.427124221,37.30117937,8.512379817
313,165.3361895,16,49.82774409,BAP188,1412.666667,2.971749502,37.37675396,4.865395285
314,272.3172623,11,58.72705487,BAP189,2398.555556,3.268201116,52.37305637,3.216016934
315,264.3633863,13,57.95394773,BAP189,2403.0,3.109712055,53.23322143,3.206435408
316,159.0453441,12,56.478946,BAP190,2306.818182,2.262819215,52.41069239,1.603019549
317,157.2813076,15,55.48010809,BAP190,2198.916667,1.995961426,50.81830801,2.008433495
318,75.46356737,16,46.22335323,BAP191,1392.5,1.160231416,38.76521036,1.27757749
319,142.1072561,15,50.04040454,BAP191,1713.833333,1.647286329,43.94677484,2.409379255
320,173.0213539,13,59.96389502,BAP192,2214.666667,3.327518749,47.93332656,2.358074138
321,212.9685031,12,59.82293876,BAP192,2184.5,3.259153892,47.23397415,3.115064308
322,278.2794279,20,56.65690705,BAP193,2095.6,2.646731582,47.46537117,4.652671906
323,399.735303,21,56.15595319,BAP193,2243.75,4.789935379,51.04376635,5.488998214
324,258.4605567,20,64.219606,BAP194,2759.375,3.448377936,55.39739501,2.978731001
325,261.9582207,20,64.95793514,BAP194,2808.625,3.582835081,55.56714206,2.662477938
326,197.8926477,12,61.80891566,BAP195,2474.0,2.869802795,51.66449169,2.477946013
327,235.1215407,13,61.56708692,BAP195,2425.833333,2.616501769,50.63209669,3.678843676
328,225.0475687,14,61.53977591,BAP196,2548.142857,2.715975555,53.21077756,2.279092684
329,121.1290634,14,62.74892285,BAP196,2717.5,2.438006532,55.65564009,0.7575915781
330,119.0750064,13,61.38476726,BAP197,2412.0,2.345538884,50.49844543,2.310387875
331,134.1810551,13,60.52035387,BAP197,2494.333333,1.994935161,52.90961837,1.4820171
332,279.6908643,14,52.26810234,BAP198,1646.142857,3.849700868,42.37899852,7.243724133
333,239.2209021,13,60.35496167,BAP198,1836.4,4.763477659,45.07074646,10.48066318
334,214.4678785,21,55.75085356,BAP199,1940.947368,3.171490229,44.88413231,3.237866076
335,185.3382493,17,55.54198935,BAP199,1896.0,2.54632609,43.97826127,2.859647298
336,200.9990989,14,55.05324972,BAP200,1774.071429,2.921642991,41.23886458,2.761360342
337,207.1612923,14,55.97366496,BAP200,1829.642857,2.708546234,41.85749603,3.513584877
338,0.0,14,54.91089199,BAP201,1750.0,0.0,44.89776946,0.0
339,167.383767,16,51.25710544,BAP202,1700.538462,1.958553667,43.04175314,2.908255535
340,152.9597155,15,52.42119323,BAP202,1799.307692,2.459928379,44.33682491,2.046341644
341,103.4633919,15,52.08871905,BAP203,1538.428571,2.132475573,38.56107326,2.40928329
342,129.4624302,15,50.52878627,BAP203,1517.75,2.438088799,38.79883148,2.443602355
343,139.4232695,21,49.78903198,BAP204,1425.904762,1.908418932,37.22026368,3.511297319
344,139.4815092,21,49.3466717,BAP204,1415.526316,2.286244129,37.16769745,3.077916699
345,199.2934628,13,54.70330386,BAP205,1904.454545,2.536134057,44.46556519,3.238143706
346,167.9662168,12,55.38565167,BAP205,1870.5,2.489773547,43.1726559,2.77489483
347,240.3708444,15,52.69404475,BAP206,1888.0,3.035256039,46.1332803,3.376440837
348,216.1538462,15,52.0482185,BAP206,1839.769231,3.003745768,45.53000157,3.156284461
349,276.5174583,22,59.0532004,BAP207,1967.0,3.731947576,43.02197632,5.299227927
350,292.2540131,22,60.14107376,BAP207,2019.857143,3.910084995,43.29278768,4.417945774
351,200.4800362,15,50.01720931,BAP208,1652.571429,2.789237653,42.34973207,3.45624816
352,225.0898233,15,49.79719139,BAP208,1628.0,3.051748445,42.03976893,3.644915007
353,16.81930108,15,54.50947129,BAP210,227.3333333,1.427071147,27.30801486,6.95295153
354,209.182281,17,47.24561197,BAP210,1511.8,3.321650373,41.69270389,3.042936696
355,285.7951889,11,59.5438924,BAP212,1535.9,4.791184587,41.12759948,16.2326081
356,139.9349318,14,48.32040031,BAP212,1323.181818,1.908826373,36.06298933,5.596665025
357,64.34817402,16,55.30083497,BAP213,1134.75,0.6563128842,30.93849285,9.087731052
358,89.5,6,52.0223042,BAP213,370.5,2.63507485,25.81454612,8.4171819
359,40.53432054,26,49.03867443,BAP214,218.7058824,2.800441393,13.69618557,14.16820858
360,146.2353492,24,47.33444652,BAP214,1319.1875,2.476137359,36.91175722,3.98560619
361,250.2052358,20,50.01388481,BAP215,1738.8,3.708029469,45.3036972,3.386898911
362,250.0473597,20,50.24260105,BAP215,1763.611111,3.584906464,45.29546091,3.644477088
363,0.0,7,64.69939904,BAP216,463.0,0.0,34.28522818,0.0
364,36.52364072,28,46.84481925,BAP216,229.8461538,4.207790697,16.13359213,11.87335121
365,125.4498843,13,51.80022874,BAP217,1522.428571,3.03822841,39.82566143,2.227851665
366,192.6070958,19,48.86389828,BAP217,1295.2,2.912288593,37.31461964,4.465569027
367,79.10436145,18,55.6729516,BAP218,1545.0,2.712051973,41.02282978,13.08529588
368,199.9512343,16,48.06200071,BAP218,1564.5625,3.289306882,41.97816533,2.843053349
369,165.1635732,16,47.71346926,BAP219,1436.384615,2.661384594,38.50773756,2.532040511
370,125.6677674,17,48.54451033,BAP219,1457.428571,2.177346453,38.58812494,2.392349373
371,132.9176855,18,58.53083735,BAP220,1529.333333,2.121040813,41.5033749,17.09466387
372,249.2381043,13,47.18429688,BAP220,1326.714286,5.140959822,37.34848942,4.757730837
373,87.11836417,20,38.62629951,BAP221,356.625,3.803694846,21.94343579,8.078767911
374,37.74437382,22,52.59313274,BAP221,204.9285714,3.677129208,17.22791693,15.03701388
375,314.1532838,12,61.7630028,BAP222,2089.0,5.216126656,48.8012354,7.657339624
376,68.81421042,28,49.70134963,BAP222,239.0666667,5.729815123,22.33212655,10.85145417
377,140.6086136,16,48.81312334,BAP223,1684.466667,2.666684112,44.65175421,2.259142884
378,196.5467883,15,50.52240631,BAP223,1751.6,3.654390172,45.38217544,4.007900076
379,23.6648216,35,32.80715816,BAP224,186.1034483,3.570004011,16.25624273,8.078469416
380,193.8236554,10,60.90913538,BAP224,2102.125,3.082530601,45.20293771,3.267755705
381,59.15219564,30,60.98901976,BAP225,245.6923077,5.24022217,16.25479347,20.98425921
382,54.73414194,50,33.59937544,BAP225,228.3170732,3.967829804,18.51592303,7.196452788
383,266.2675116,15,63.04102693,BAP226,2712.571429,3.295866817,56.3026713,2.528114653
384,272.3519738,15,63.3248134,BAP226,2780.692308,2.406584222,57.10953859,2.868277793
385,336.396581,26,50.01276983,BAP227,1765.416667,4.488332967,45.08737706,4.714127041
386,336.4600802,25,49.45288405,BAP227,1691.88,4.532105024,43.84440741,4.666002106
387,35.39860906,35,32.988882,BAP228,208.46875,3.31022664,17.90877419,7.687326332
388,60.65468671,40,35.25629182,BAP228,247.4571429,3.260402028,19.4129737,8.167832861
389,54.53305572,29,32.44087729,BAP229,229.25,4.116793922,19.64869526,8.076490846
390,15.54191174,17,71.31141957,BAP229,201.8571429,8.223366066,25.59531995,20.95497145
391,273.8088871,16,59.87390761,BAP230,2454.6,3.665610581,52.86688089,3.384388298
392,299.7383638,16,60.01043509,BAP230,2452.642857,3.805967653,52.66035257,3.925116363
393,247.4569845,18,62.86644172,BAP231,2762.428571,3.402801994,56.65507536,2.368652433
394,287.049326,15,62.8269049,BAP231,2773.466667,3.209589668,56.88377913,3.080768629
395,155.4716009,20,55.50882223,BAP232,1824.411765,2.340135925,42.1683602,2.661120409
396,168.2758318,18,54.68343265,BAP232,1782.666667,2.486420714,41.80176629,2.735605305
397,180.7513639,14,61.55740198,BAP233,2603.333333,1.725635295,54.39904073,2.994294915
398,196.8706569,15,63.90511053,BAP233,2775.666667,2.431384069,55.55569015,2.551779507
399,272.7796603,13,57.67355837,BAP234,2187.083333,3.752313337,48.88072804,2.994112417
400,130.4396412,14,57.70972883,BAP234,2131.5,1.987898751,47.37495144,1.695858707
401,208.2539015,20,55.9750487,BAP235,1893.75,2.699805863,43.41465667,3.021504704
402,246.0345865,13,57.11371708,BAP236,2191.461538,2.926973832,49.15627903,3.442332188
403,297.6579984,14,56.35431473,BAP236,2126.153846,3.917127878,48.23229339,3.820253228
404,300.4139156,14,58.91920473,BAP237,2311.307692,4.187111432,50.35575652,3.452072282
405,288.6538779,14,59.00469617,BAP237,2369.714286,3.496582536,51.50448373,3.593533926
406,370.0630202,14,62.01786307,BAP238,2575.833333,4.312860734,52.95261112,4.864233848
407,352.0928997,14,61.31977128,BAP238,2510.7,3.500397433,52.29056138,4.886697023
408,226.2654613,23,55.72759361,BAP239,1998.52381,3.64848551,46.154622,2.401182158
409,264.9125899,22,55.94512458,BAP239,2032.714286,3.963016524,46.73072515,3.142072456
410,223.6746049,17,62.04212203,BAP240,2501.733333,2.817972216,51.99773029,3.492660031
411,287.4065935,20,63.56456506,BAP240,2634.5,3.618245801,53.18316948,3.95377034
412,270.7424745,20,63.93614421,BAP240,2613.75,3.578345382,52.3851601,3.200035446
413,174.7421828,24,54.7224181,BAP241,1878.411765,2.206125744,44.40855818,2.359782969
414,288.2205637,21,55.9999727,BAP241,1892.2,3.822675832,45.35398449,4.404615278
415,173.9751688,19,56.54943146,BAP242,2072.125,2.568807598,47.10226622,2.075870618
416,240.467624,18,56.56407637,BAP242,2192.294118,2.784101512,49.53566299,3.50427299
417,224.9699518,19,64.37257496,BAP243,2512.684211,3.672362816,50.69483483,3.59446927
418,257.855095,19,64.67905113,BAP243,2419.5,2.862187577,49.18781864,5.652947573
419,259.0151296,19,59.75469187,BAP244,2363.470588,2.443443954,51.06099577,5.456574003
420,301.7023575,19,60.23423087,BAP244,2431.25,3.18803769,51.87555542,4.62824227
421,193.2846263,25,58.66240104,BAP245,2275.769231,2.324696443,49.91278109,2.775562303
422,239.2978106,22,58.25250308,BAP245,2370.285714,2.968897329,52.44725856,3.166489087
423,301.6747988,22,62.98296712,BAP246,2609.0,3.517389608,53.45697433,3.511548789
424,316.3640299,21,63.54614491,BAP246,2634.894737,3.834269273,53.27371033,3.298020678
425,131.2485162,17,63.78789147,BAP247,2525.058824,3.020861838,51.14801235,1.761411892
426,144.4004307,19,62.97130155,BAP247,2441.875,2.145683238,50.18960011,1.816317013
427,202.45502,25,55.2370816,BAP248,2082.318182,2.382152058,48.68323608,3.053120722
428,179.4520014,25,55.41679929,BAP248,2110.608696,2.672648518,49.33547585,2.784233107
429,71.55897917,13,43.5646722,BAP249,277.75,2.798166917,21.92963347,8.750620007
430,238.970069,10,46.35788251,BAP249,1063.142857,5.261427121,36.6557587,5.511159542
431,190.6765732,9,63.97331844,BAP250,2102.333333,3.981976903,47.7623694,4.641537482
432,345.7450506,14,64.86400188,BAP250,1605.6,6.444539292,46.02668101,20.51422042
433,36.86943683,21,53.02142581,BAP251,214.9090909,4.349612198,17.84596162,19.93297506
434,176.236347,14,49.12965604,BAP251,1420.5,3.196300053,38.9913309,5.326963167
435,377.8891666,6,59.59091916,BAP252,922.3333333,2.494956727,41.1460879,9.306751138
436,137.7534029,17,49.72504529,BAP252,1538.0,1.761575351,40.38318653,3.226994328
437,250.523723,20,52.81785761,BAP253,1904.555556,3.565265396,46.26835369,3.321007861
438,223.3811552,18,53.20178181,BAP253,1856.363636,3.575426745,44.72543144,2.351468954
439,360.5598979,17,54.10398108,BAP254,1919.4,4.457830559,46.10095451,4.778104373
440,246.5254882,18,54.36969298,BAP254,1888.428571,3.696971786,44.90053843,3.473010104
441,86.78837608,15,60.43781667,BAP255,2337.666667,1.704261651,51.18351241,3.400920112
442,414.0104669,12,79.75961421,BAP255,2650.0,2.291551733,52.26946293,15.18695888
443,165.7412642,21,52.92010767,BAP256,1891.0,3.064620725,46.38380138,2.233527897
444,184.0589278,18,53.318294,BAP256,1966.666667,2.627159953,47.80294577,2.93066005
445,202.0088523,27,54.7852335,BAP257,1812.583333,2.531655728,42.61978773,4.069877836
446,199.7538025,24,54.82441741,BAP257,1890.208333,2.453147824,44.2686706,3.85943274
447,254.0126567,26,55.68344762,BAP258,2076.454545,3.219153275,48.10105822,3.72618738
448,241.5610218,25,56.34532516,BAP258,2072.0,2.982106136,47.45732346,3.527500554
449,203.156204,21,52.83984299,BAP259,1694.368421,3.137330401,41.10515181,3.496882833
450,220.7857502,21,51.85567326,BAP259,1707.95,2.815487743,42.12218568,3.958308144
451,196.6955739,17,57.88225647,BAP260,2000.294118,2.115312996,44.62963566,4.181182895
452,121.0849965,15,57.61587383,BAP260,2047.416667,1.969993002,46.01445454,2.646092728
453,277.6499875,17,55.30023416,BAP261,1974.117647,3.487989418,46.07157273,4.576899782
454,335.4685322,18,57.34457349,BAP261,2005.692308,5.030797059,46.81750379,6.857164442
455,19.48218559,15,51.12177452,BAP262,288.6666667,3.153472955,23.1056824,5.642887298
456,176.3486662,16,48.62478341,BAP262,1266.615385,3.105890954,36.34717597,6.634932708
